id,reporter_id,reporter_reputation,region_name,coast_split,hazard_type,severity,description,text_lang,latitude,longitude,gps_accuracy,device_timestamp,server_timestamp,time_delta_sec,exif_valid,exif_lat,exif_lng,media_url,media_hash,wave_height_m,wind_speed_kmh,ground_truth
rep_0559,usr_042,0.45,"Mumbai, Maharashtra",west,flood,Moderate,किनारी फिरायला छान वातावरण आहे.,mr,19.20351,73.104723,82.33,2025-08-15T23:00:00,2025-08-16T03:01:00,14460,0,,,,,1.12,24.2,REJECTED
rep_0560,usr_030,0.45,"Porbandar, Gujarat",west,flood,Severe,આજે દરિયાકિનારે રમવાની મજા આવી.,gu,21.650668,69.650571,8.69,2025-08-17T16:00:00,2025-08-17T17:51:00,6660,0,,,https://example.com/media_559.jpg,6f866cb2da7c23f90d728d81828543a1dfc56b2a92faddb8e479e2f895f60987,0.85,12.3,REJECTED
rep_0561,usr_030,0.45,"Alibaug, Maharashtra",west,high-waves,High,धक्कादायक लाटांचा जोर वाढला असून जेटीवर पाणी आले आहे.,mr,18.635017,72.881842,8.72,2025-08-17T18:46:03.196466,2025-08-17T23:04:03.196466,15480,1,18.634282,72.881608,,,1.55,49.2,VERIFIED
rep_0562,usr_020,0.6,"Alibaug, Maharashtra",west,high-waves,Severe,धक्कादायक लाटांचा जोर वाढला असून जेटीवर पाणी आले आहे.,mr,18.672057,72.871691,9.84,2025-08-17T00:24:48.321313,2025-08-17T00:47:48.321313,1380,1,18.671602,72.869109,https://example.com/media_561.jpg,435f5c3463e65f225d05e2577c187b74f97a4e9f6a2a4d6b1a2964872efbf5f5,2.26,52.8,VERIFIED
rep_0563,usr_032,0.2,"Digha, West Bengal",east,coastal-erosion,Moderate,আজকে আবহাওয়া খুব ভালো।,bn,21.720186,87.802056,9.07,2025-08-16T07:00:00,2025-08-16T11:30:00,16200,0,,,https://example.com/media_562.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.7,10.4,REJECTED
rep_0564,usr_037,0.45,"Mumbai, Maharashtra",west,flood,High,उधाणाचे पाणी गावातील घरांमध्ये शिरले असून रस्ते पाण्याखाली गेले आहेत.,mr,18.920824,72.818535,9.76,2025-08-16T17:48:16.157248,2025-08-16T21:57:16.157248,14940,1,18.918255,72.814901,https://example.com/media_563.jpg,b02f5117a1a9e15b4a55b1e4b2577fd09334699f41c4385c6235e33b30554226,1.4,52.9,VERIFIED
rep_0565,usr_046,0.6,"Alibaug, Maharashtra",west,storm-surge,High,Sunny clear weather at beach having fun with friends.,en,18.991384,73.119512,196.84,2025-08-17T21:00:00,2025-08-18T01:21:00,15660,0,,,,,0.65,13.3,REJECTED
rep_0566,usr_049,0.6,"Kozhikode, Kerala",west,high-waves,Low,"Observed water activity near coast in Kozhikode, Kerala.",en,11.237553,75.80007,34.76,2025-08-15T17:00:00,2025-08-15T17:25:00,1500,0,,,https://example.com/media_565.jpg,928a8e30fee79fec531808d9da92955cc4966e389e765a36668f03dbd5e7026a,1.21,30.9,REJECTED
rep_0567,usr_050,0.88,"Kochi, Kerala",west,coastal-erosion,Low,ബീച്ചിൽ നല്ല കാലാവസ്ഥ.,ml,10.159366,76.550428,8.88,2025-08-15T08:00:00,2025-08-15T13:00:00,18000,0,,,https://example.com/media_566.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.58,21.4,REJECTED
rep_0568,usr_027,0.88,"Digha, West Bengal",east,flood,High,"समुद्र का पानी तटीय बस्तियों में घुस गया है, भारी जलभराव।",hi,21.566316,87.530337,20.38,2025-08-16T12:45:58.551133,2025-08-16T13:30:58.551133,2700,0,,,https://example.com/media_567.jpg,fc9f0d267892f74badf5e0f390c4dc9fa05fc25b11348bfa84848e780e040abc,2.37,42.0,VERIFIED
rep_0569,usr_010,0.45,"Alibaug, Maharashtra",west,high-waves,High,"समुद्रकिनारी ४ मीटरपेक्षा उंच लाटा उसळत आहेत, मच्छीमारांना धोका.",mr,18.68243,72.8834,21.61,2025-08-17T14:49:19.415341,2025-08-17T16:20:19.415341,5460,0,,,https://example.com/media_568.jpg,64c0da8a7079eee9f97a9af13aa7dc88de73a8fe3bc3cc74c04cb37103837a3f,1.16,41.6,VERIFIED
rep_0570,usr_040,0.6,"Nagapattinam, Tamil Nadu",east,high-waves,Low,கடற்கரையில் 4 மீட்டருக்கும் அதிகமான உயரமான கடல் அலைகள் சீறுகின்றன.,ta,10.735502,79.812179,78.16,2025-08-17T20:39:03.879933,2025-08-17T20:56:03.879933,1020,0,,,https://example.com/media_569.jpg,7dd9d8eba2103c8ce0586401e4c6fecb61c1726c1aef3b32bbb6bd12f954ab5b,1.62,45.2,VERIFIED
rep_0571,usr_041,0.88,"Digha, West Bengal",east,storm-surge,Severe,ঘূর্ণিঝড়ের প্রভাবে জলোচ্ছ্বাসে বাঁধ ভেঙে জল ঢুকছে।,bn,21.631709,87.512034,112.23,2025-08-16T08:25:44.082540,2025-08-16T08:49:44.082540,1440,1,21.630599,87.511704,https://example.com/media_570.jpg,af9ff2e4f57dd43e9725b5f537ffd0bf8a6749034026f7c7901b81f53bd0f194,3.1,38.4,VERIFIED
rep_0572,usr_035,0.45,"Visakhapatnam, Andhra Pradesh",east,high-waves,Low,బీచ్ రిసార్ట్ ఆఫర్లు మరియు బుకింగ్.,te,17.790851,83.513211,10.73,2025-08-16T23:00:00,2025-08-16T23:27:00,1620,0,,,https://example.com/media_571.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,1.08,19.9,REJECTED
rep_0573,usr_038,0.6,"Alibaug, Maharashtra",west,high-waves,Severe,धक्कादायक लाटांचा जोर वाढला असून जेटीवर पाणी आले आहे.,mr,18.647494,72.87924,13.5,2025-08-17T10:52:57.555543,2025-08-17T11:16:57.555543,1440,1,18.654689,72.883269,,,1.13,51.3,VERIFIED
rep_0574,usr_018,0.45,"Chennai, Tamil Nadu",east,flood,Severe,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.040812,80.28576,9.66,2025-08-16T04:44:19.820760,2025-08-16T06:03:19.820760,4740,0,,,https://example.com/media_573.jpg,27df9474b2523174a8251d1f6b240ec213c6d2ed5bb6fb03957dd0b87409c081,2.75,55.5,VERIFIED
rep_0575,usr_037,0.45,"Surat, Gujarat",west,coastal-erosion,Low,Hotel discount booking promotion near seaside.,en,21.27266,72.743934,11.11,2025-08-15T17:00:00,2025-08-15T18:05:00,3900,1,21.447275,72.847194,,,0.87,17.2,REJECTED
rep_0576,usr_025,0.2,"Mangalore, Karnataka",west,flood,High,Sunny clear weather at beach having fun with friends.,en,13.16688,75.123779,10.92,2025-08-18T07:00:00,2025-08-18T09:53:00,10380,0,,,https://example.com/media_575.jpg,6c71ef6d30f87dae7b579a010ea105e93367d2e8c2c749dc6924067b5ad72a54,1.17,11.6,REJECTED
rep_0577,usr_017,0.6,"Surat, Gujarat",west,flood,Moderate,દરિયાના પાણી નીચાણવાળા વિસ્તારોમાં ઘૂસી ગયા છે.,gu,21.112849,72.6207,13.44,2025-08-17T22:10:44.720465,2025-08-18T01:59:44.720465,13740,1,21.108475,72.621403,https://example.com/media_576.jpg,a4d9b8e46e995608289ff55fc9ddd8aba91ee6ced78d59383cb62e82dbdf8147,1.33,76.3,VERIFIED
rep_0578,usr_022,0.88,"Nagapattinam, Tamil Nadu",east,high-waves,Low,மீன்பிடி தளத்தில் அலைகளின் சீற்றம் அதிகம்.,ta,10.783317,79.81714,22.7,2025-08-18T04:04:21.333640,2025-08-18T04:24:21.333640,1200,0,,,https://example.com/media_577.jpg,a9ce3a40f87ba743dc19e229b6366929ee1f620d09c3342988f7f6afef193c89,2.01,60.1,VERIFIED
rep_0579,usr_034,0.45,"Panaji, Goa",west,flood,High,मौसम साफ और धूप खिली है।,hi,15.607342,73.96132,5.62,2025-08-16T01:00:00,2025-08-16T04:41:00,13260,1,15.661736,74.040085,https://example.com/media_578.jpg,0b8eb38ab2adbc4280ca8ba4cab87d7912560dc10d7820931f7bbf593d294bce,0.84,13.4,REJECTED
rep_0580,usr_022,0.88,"Digha, West Bengal",east,storm-surge,Severe,প্রচণ্ড জলোচ্ছ্বাস শুরু হয়েছে।,bn,21.614943,87.526705,9.14,2025-08-16T13:45:32.741642,2025-08-16T15:56:32.741642,7860,1,21.610173,87.529074,https://example.com/media_579.jpg,9bb56ef9193d30ddccb25e95ec7c2670ea832f793bdc3fab8fbbe0dab6051392,2.06,49.4,VERIFIED
rep_0581,usr_014,0.6,"Mumbai, Maharashtra",west,high-waves,Moderate,किनारी फिरायला छान वातावरण आहे.,mr,18.930417,72.837851,7.04,2025-08-18T16:00:00,2025-08-18T19:24:00,12240,0,,,,,0.88,14.3,REJECTED
rep_0582,usr_042,0.45,"Panaji, Goa",west,tsunami,Low,Hotel discount booking promotion near seaside.,en,15.506712,73.830485,10.17,2025-08-17T09:00:00,2025-08-17T09:52:00,3120,0,,,,,1.17,13.2,REJECTED
rep_0583,usr_038,0.6,"Mangalore, Karnataka",west,high-waves,Low,Sunny clear weather at beach having fun with friends.,en,13.062697,75.058144,13.82,2025-08-17T21:00:00,2025-08-18T00:33:00,12780,0,,,https://example.com/media_582.jpg,1195900a2f303a42a21760aaab6b794566f5d226d5deba2a3dd94b63c63d7241,0.64,10.9,REJECTED
rep_0584,usr_043,0.6,"Alibaug, Maharashtra",west,flood,Severe,"Observed water activity near coast in Alibaug, Maharashtra.",en,18.642543,72.919621,29.31,2025-08-17T18:00:00,2025-08-17T19:55:00,6900,0,,,https://example.com/media_583.jpg,269825fbf1ba5a504a957ff2730d88f4a98bd039baad6c2d32015bfa0b3d9d14,1.77,29.1,REJECTED
rep_0585,usr_023,0.88,"Mumbai, Maharashtra",west,flood,Moderate,समुद्राचे पाणी सखल भागात भरले.,mr,18.905258,72.828252,17.22,2025-08-17T02:37:28.450983,2025-08-17T02:45:28.450983,480,1,18.907727,72.834644,https://example.com/media_584.jpg,25b621abb030f3ee9e8956b802a893f68a88cc2a8852f58d4451698529831e1f,2.59,59.3,VERIFIED
rep_0586,usr_007,0.45,"Surat, Gujarat",west,flood,High,દરિયાના પાણી નીચાણવાળા વિસ્તારોમાં ઘૂસી ગયા છે.,gu,21.113909,72.608985,90.08,2025-08-17T21:06:26.437825,2025-08-17T21:56:26.437825,3000,1,21.120557,72.608425,https://example.com/media_585.jpg,03570836bd5096318bab85027d5b53aee556a76d9ca57a26d1cd3b4ca2c11dc5,2.08,69.3,VERIFIED
rep_0587,usr_039,0.45,"Visakhapatnam, Andhra Pradesh",east,tsunami,High,సముద్రపు నీరు అకస్మాత్తుగా వెనక్కి తగ్గింది.,te,17.68931,83.167527,8.86,2025-08-17T12:12:06.836203,2025-08-17T12:38:06.836203,1560,1,17.686708,83.167345,,,2.9,27.2,VERIFIED
rep_0588,usr_006,0.88,"Puri, Odisha",east,tsunami,High,Sunny clear weather at beach having fun with friends.,en,19.820483,85.834756,71.42,2025-08-18T01:00:00,2025-08-18T01:59:00,3540,0,,,https://example.com/media_587.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.59,23.7,REJECTED
rep_0589,usr_034,0.45,"Mumbai, Maharashtra",west,high-waves,High,Sunny clear weather at beach having fun with friends.,en,19.034648,73.031803,13.26,2025-08-15T08:00:00,2025-08-15T09:37:00,5820,0,,,https://example.com/media_588.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.64,14.7,REJECTED
rep_0590,usr_015,0.6,"Surat, Gujarat",west,tsunami,Severe,Hotel discount booking promotion near seaside.,en,21.132075,72.645222,3.46,2025-08-17T16:00:00,2025-08-17T16:52:00,3120,0,,,https://example.com/media_589.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.46,13.6,REJECTED
rep_0591,usr_038,0.6,"Chennai, Tamil Nadu",east,flood,High,கடல் நீர் பெருக்கெடுத்து வீடுகளுக்குள் புகுந்தது.,ta,13.071453,80.328191,15.82,2025-08-15T22:14:41.459034,2025-08-15T22:22:41.459034,480,0,,,https://example.com/media_590.jpg,24814fd1f68b453fc62503ed96225ff1e14eb4d18c084383634dfa96d5e1631e,2.89,61.0,VERIFIED
rep_0592,usr_050,0.88,"Porbandar, Gujarat",west,high-waves,Severe,જેટી પાસે ભારે મોજાના કારણે નુકસાન.,gu,21.661789,69.625422,97.21,2025-08-16T16:22:20.626033,2025-08-16T16:45:20.626033,1380,0,,,https://example.com/media_591.jpg,9e50c8701c9a7b111f9ac0f0d3037141ab0d9a643625286cfb2b932568b27dc0,4.15,85.0,VERIFIED
rep_0593,usr_011,0.88,"Porbandar, Gujarat",west,high-waves,Moderate,દરિયામાં ૪ મીટરથી વધુ ઊંચા મોજા ઉછળી રહ્યા છે.,gu,21.629832,69.612681,52.92,2025-08-16T21:10:51.839358,2025-08-16T21:30:51.839358,1200,0,,,https://example.com/media_592.jpg,ca7487a362db8ca6e9cfb7f9b38be61a56f7b4aeedf9b918d7baefdb4fb53468,3.52,78.4,VERIFIED
rep_0594,usr_031,0.6,"Chennai, Tamil Nadu",east,flood,Severe,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.031012,80.292141,9.21,2025-08-15T21:11:24.405677,2025-08-15T23:27:24.405677,8160,1,13.029461,80.289719,https://example.com/media_593.jpg,e3288992d0165c68136cabbe902059e373eeb61e5f9c37d93866dc712ab0e646,2.0,56.3,VERIFIED
rep_0595,usr_037,0.45,"Surat, Gujarat",west,flood,Severe,ભરતીના પાણીથી રસ્તાઓ જળબંબાકાર.,gu,21.168163,72.634035,16.71,2025-08-17T21:03:50.660316,2025-08-18T00:18:50.660316,11700,1,21.174951,72.631767,https://example.com/media_594.jpg,13e2eafee785edb94dc49953e1c3feb41b536dc079711cdf8a67c41c5afc9a5b,1.55,70.3,VERIFIED
rep_0596,usr_044,0.45,"Porbandar, Gujarat",west,flood,Moderate,High tide flooding entered coastal market area.,en,21.66846,69.594096,11.26,2025-08-16T16:38:26.587352,2025-08-16T16:57:26.587352,1140,1,21.668156,69.593901,https://example.com/media_595.jpg,8c1a03357cb047291681cb32521846f558fe5bc1d6e7b3dc045296e82a4d3691,4.35,62.8,VERIFIED
rep_0597,usr_011,0.88,"Nagapattinam, Tamil Nadu",east,coastal-erosion,High,"Observed water activity near coast in Nagapattinam, Tamil Nadu.",en,10.776489,79.853244,44.36,2025-08-16T03:00:00,2025-08-16T03:30:00,1800,0,,,,,1.42,34.2,REJECTED
rep_0598,usr_017,0.6,"Kozhikode, Kerala",west,coastal-erosion,Low,"Observed water activity near coast in Kozhikode, Kerala.",ml,11.257184,75.756642,34.75,2025-08-18T10:00:00,2025-08-18T10:45:00,2700,0,,,,,1.49,36.2,REJECTED
rep_0599,usr_042,0.45,"Surat, Gujarat",west,flood,Low,ભરતીના પાણીથી રસ્તાઓ જળબંબાકાર.,gu,21.128263,72.630012,23.59,2025-08-17T23:28:48.084166,2025-08-17T23:47:48.084166,1140,1,21.128416,72.623136,https://example.com/media_598.jpg,7087e33766a0e97dad3d31aaa7bc596b44460bfb2309706fd4d2243e1e1a54d3,3.56,83.3,VERIFIED
rep_0600,usr_003,0.45,"Alibaug, Maharashtra",west,high-waves,High,धक्कादायक लाटांचा जोर वाढला असून जेटीवर पाणी आले आहे.,mr,18.665172,72.862826,8.04,2025-08-17T04:26:09.154923,2025-08-17T07:05:09.154923,9540,1,18.65539,72.870662,https://example.com/media_599.jpg,7a8fe29ce4c3a067dac19e6c72b75eea98bf2bcf45aac04a2240ec1bc244fbf1,2.62,51.1,VERIFIED
rep_0601,usr_013,0.88,"Nagapattinam, Tamil Nadu",east,coastal-erosion,Moderate,கடற்கரையில் இனிமையான காற்று வீசுகிறது.,ta,10.962946,80.08509,151.31,2025-08-18T02:00:00,2025-08-18T02:51:00,3060,0,,,,,0.49,21.4,REJECTED
rep_0602,usr_010,0.45,"Paradip, Odisha",east,coastal-erosion,Severe,ଆଜି ପାଗ ଖୁବ୍ ଭଲ ଅଛି ।,or,20.305111,86.606316,69.62,2025-08-18T09:00:00,2025-08-18T12:19:00,11940,0,,,https://example.com/media_601.jpg,f3e0dbb61683e0fa1c4c1f73d2b083dd07894ab04e9528461e36b35b938154a4,0.41,18.5,REJECTED
rep_0603,usr_012,0.2,"Mumbai, Maharashtra",west,flood,Moderate,"समुद्र का पानी तटीय बस्तियों में घुस गया है, भारी जलभराव।",hi,18.936465,72.830037,21.99,2025-08-16T22:46:19.761072,2025-08-16T23:10:19.761072,1440,0,,,https://example.com/media_602.jpg,e264c0dd749e6632a11619914752c71c58767e5bf25077baa2c9addad7a73f4f,2.09,65.6,VERIFIED
rep_0604,usr_016,0.45,"Alibaug, Maharashtra",west,tsunami,High,बीच रिसॉर्ट बुकिंगसाठी आजच कॉल करा.,mr,18.798276,73.162586,62.8,2025-08-17T06:00:00,2025-08-17T07:44:00,6240,0,,,,,0.73,16.7,REJECTED
rep_0605,usr_022,0.88,"Mangalore, Karnataka",west,storm-surge,Moderate,Hotel discount booking promotion near seaside.,en,13.225044,75.009185,78.43,2025-08-17T04:00:00,2025-08-17T06:06:00,7560,1,13.335055,75.145817,https://example.com/media_604.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.96,14.4,REJECTED
rep_0606,usr_018,0.45,"Visakhapatnam, Andhra Pradesh",east,storm-surge,Low,తీరప్రాంత రక్షణ గోడ దెబ్బతింది.,te,17.685104,83.209676,17.03,2025-08-17T18:30:42.771608,2025-08-17T21:24:42.771608,10440,1,17.683869,83.212373,https://example.com/media_605.jpg,76a3b45fa0adadfd53d3b66df6c91e7f956d558bb6a49a6777367af522cf2852,1.8,30.3,VERIFIED
rep_0607,usr_009,0.45,"Kochi, Kerala",west,high-waves,High,Sunny clear weather at beach having fun with friends.,en,9.930339,76.280384,197.77,2025-08-16T03:00:00,2025-08-16T06:48:00,13680,0,,,https://example.com/media_606.jpg,526b4214a2332b46d523ebeed81f907312ebbbd7d78095ab032632915c24c5af,0.71,23.8,REJECTED
rep_0608,usr_016,0.45,"Panaji, Goa",west,tsunami,Moderate,Hotel discount booking promotion near seaside.,en,15.500007,73.818394,152.89,2025-08-18T19:00:00,2025-08-18T22:29:00,12540,0,,,,,0.99,11.3,REJECTED
rep_0609,usr_023,0.88,"Nagapattinam, Tamil Nadu",east,flood,High,கடற்கரையில் இனிமையான காற்று வீசுகிறது.,ta,10.775563,79.832733,5.51,2025-08-17T16:00:00,2025-08-17T16:13:00,780,0,,,https://example.com/media_608.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.56,21.4,REJECTED
rep_0610,usr_019,0.2,"Mumbai, Maharashtra",west,flood,High,समुद्राचे पाणी सखल भागात भरले.,mr,18.91288,72.830668,10.93,2025-08-17T02:07:27.645394,2025-08-17T02:13:27.645394,360,1,18.913054,72.842121,https://example.com/media_609.jpg,a6e22940d317ee6ab53cd8ef951bfd207aec58064f7bf6251b95c984c4cf7398,2.42,64.1,VERIFIED
rep_0611,usr_008,0.6,"Digha, West Bengal",east,coastal-erosion,Severe,সমুদ্রের প্রবল ঢেউয়ে সৈকত ও বাঁধের ব্যাপক ভাঙন শুরু হয়েছে।,bn,21.61406,87.541387,20.71,2025-08-16T11:16:42.250210,2025-08-16T11:29:42.250210,780,1,21.611412,87.540258,https://example.com/media_610.jpg,f37d4026969ce5e7c6dcb3bffffdafa3f11f2d31d1e3521458cfefbe6bbd7d67,3.21,52.3,VERIFIED
rep_0612,usr_017,0.6,"Chennai, Tamil Nadu",east,high-waves,Low,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,13.254667,80.434398,117.4,2025-08-15T09:00:00,2025-08-15T10:10:00,4200,1,13.446937,80.510037,https://example.com/media_611.jpg,fb5d308652a3b455b228a07fa25aaa03c813a5a620f983515dc933d56d65be0b,0.48,23.5,REJECTED
rep_0613,usr_002,0.88,"Chennai, Tamil Nadu",east,storm-surge,High,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,13.302962,80.375504,5.7,2025-08-16T01:00:00,2025-08-16T02:35:00,5700,0,,,,,1.24,18.8,REJECTED
rep_0614,usr_028,0.45,"Nagapattinam, Tamil Nadu",east,coastal-erosion,Severe,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,10.989122,80.113662,46.58,2025-08-18T21:00:00,2025-08-18T23:09:00,7740,0,,,,,0.81,23.5,REJECTED
rep_0615,usr_003,0.45,"Visakhapatnam, Andhra Pradesh",east,flood,Severe,వాతావరణం చాలా ప్రశాంతంగా ఉంది.,te,17.672821,83.206952,9.79,2025-08-15T22:00:00,2025-08-16T00:03:00,7380,0,,,,,1.18,16.7,REJECTED
rep_0616,usr_015,0.6,"Visakhapatnam, Andhra Pradesh",east,storm-surge,Low,తీరప్రాంత రక్షణ గోడ దెబ్బతింది.,te,17.670303,83.206626,18.81,2025-08-17T16:35:07.566594,2025-08-17T22:28:07.566594,21180,0,,,https://example.com/media_615.jpg,e907ee3e4da6da6ceec1e6fe7777e81835e0227992599b7e71a4f986e0ab412b,2.29,36.6,VERIFIED
rep_0617,usr_029,0.88,"Kozhikode, Kerala",west,high-waves,Low,Hotel discount booking promotion near seaside.,en,11.27125,75.794467,13.66,2025-08-18T00:00:00,2025-08-18T04:55:00,17700,0,,,https://example.com/media_616.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.72,24.5,REJECTED
rep_0618,usr_013,0.88,"Alibaug, Maharashtra",west,high-waves,High,किनारी फिरायला छान वातावरण आहे.,mr,18.643295,72.867882,5.32,2025-08-18T00:00:00,2025-08-18T04:08:00,14880,0,,,,,0.66,13.4,REJECTED
rep_0619,usr_046,0.6,"Nagapattinam, Tamil Nadu",east,high-waves,Severe,கடற்கரையில் 4 மீட்டருக்கும் அதிகமான உயரமான கடல் அலைகள் சீறுகின்றன.,ta,10.746107,79.853114,8.7,2025-08-18T08:34:32.005022,2025-08-18T08:48:32.005022,840,1,10.742556,79.852242,https://example.com/media_618.jpg,bb0e384fd2dc21b7c4ee21665fd5cc7005328dd7d719a51572ee92b58e8cdb32,1.91,44.4,VERIFIED
rep_0620,usr_031,0.6,"Surat, Gujarat",west,flood,Severe,દરિયાના પાણી નીચાણવાળા વિસ્તારોમાં ઘૂસી ગયા છે.,gu,21.120975,72.646852,53.1,2025-08-17T20:15:13.245422,2025-08-17T20:49:13.245422,2040,1,21.121833,72.645456,https://example.com/media_619.jpg,cbba0e9b70bb72e78bea6c42049df2adbd1356fc4824e5644af03cea812beccc,1.97,75.2,VERIFIED
rep_0621,usr_015,0.6,"Surat, Gujarat",west,flood,Low,"Observed water activity near coast in Surat, Gujarat.",en,21.066141,72.591247,30.6,2025-08-15T09:00:00,2025-08-15T10:18:00,4680,0,,,,,1.47,30.8,REJECTED
rep_0622,usr_049,0.6,"Kochi, Kerala",west,high-waves,Low,Hotel discount booking promotion near seaside.,en,9.923343,76.263632,12.48,2025-08-15T18:00:00,2025-08-15T21:29:00,12540,0,,,,,1.24,14.2,REJECTED
rep_0623,usr_039,0.45,"Chennai, Tamil Nadu",east,high-waves,Moderate,சுற்றுலா படகு சவாரி மற்றும் விடுதி முன்பதிவு.,ta,13.083128,80.260873,4.93,2025-08-16T19:00:00,2025-08-16T19:16:00,960,0,,,https://example.com/media_622.jpg,4857c6494ad54a6c0e90b68b042ac1904b364e842111b048b695b65db3a5d024,0.79,15.6,REJECTED
rep_0624,usr_003,0.45,"Puri, Odisha",east,coastal-erosion,Severe,"Observed water activity near coast in Puri, Odisha.",or,19.776494,85.90917,57.49,2025-08-16T07:00:00,2025-08-16T08:19:00,4740,0,,,,,1.51,37.2,REJECTED
rep_0625,usr_022,0.88,"Chennai, Tamil Nadu",east,flood,Moderate,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.057494,80.295296,58.02,2025-08-16T03:58:51.054542,2025-08-16T04:09:51.054542,660,0,,,https://example.com/media_624.jpg,fccb22193267d0cf35b304fea2476939dbc17dd5d646df2527acf51b9d8ffa08,2.61,59.1,VERIFIED
rep_0626,usr_010,0.45,"Visakhapatnam, Andhra Pradesh",east,storm-surge,Low,తుఫాను ప్రభావంతో సముద్రపు పోటు తీవ్రంగా పెరిగింది.,te,17.7337,83.220533,19.46,2025-08-17T15:40:17.149563,2025-08-17T15:53:17.149563,780,1,17.740703,83.221602,https://example.com/media_625.jpg,922a460cf92d3fa6569fe2a758c6fcc6d3c934f6120ec731cf6bef573b6d4009,3.1,34.2,VERIFIED
rep_0627,usr_046,0.6,"Kochi, Kerala",west,coastal-erosion,Low,Hotel discount booking promotion near seaside.,en,9.938025,76.287869,146.73,2025-08-18T21:00:00,2025-08-18T22:16:00,4560,0,,,,,0.48,14.9,REJECTED
rep_0628,usr_019,0.2,"Paradip, Odisha",east,high-waves,Severe,"Observed water activity near coast in Paradip, Odisha.",en,20.301343,86.611918,49.58,2025-08-15T23:00:00,2025-08-15T23:18:00,1080,0,,,https://example.com/media_627.jpg,05eb5c510b0282ae0fc810e32d73793f861a833fbd9d8ad546f2ef6be63904bc,1.76,34.6,VERIFIED
rep_0629,usr_038,0.6,"Chennai, Tamil Nadu",east,flood,Moderate,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.080463,80.312824,22.88,2025-08-15T22:11:35.080500,2025-08-16T03:39:35.080500,19680,1,13.075901,80.316739,,,2.25,63.5,VERIFIED
rep_0630,usr_005,0.6,"Digha, West Bengal",east,storm-surge,High,ঘূর্ণিঝড়ের প্রভাবে জলোচ্ছ্বাসে বাঁধ ভেঙে জল ঢুকছে।,bn,21.628308,87.503852,5.57,2025-08-16T08:36:37.343633,2025-08-16T11:16:37.343633,9600,0,,,https://example.com/media_629.jpg,40012cb4b0909ca51aad8de152f4309fcb86a192397da37bf5c32078cd3d9336,3.58,38.1,VERIFIED
rep_0631,usr_012,0.2,"Panaji, Goa",west,coastal-erosion,Severe,समुद्र किनारे होटल बुकिंग के लिए संपर्क करें।,hi,15.573246,73.921091,7.08,2025-08-17T16:00:00,2025-08-17T19:44:00,13440,0,,,https://example.com/media_630.jpg,1269127b37a3eddce3f7fcf228f17457beee35b0c9206f34a9459273e14afc44,0.45,24.4,REJECTED
rep_0632,usr_019,0.2,"Chennai, Tamil Nadu",east,flood,High,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.044937,80.301919,13.75,2025-08-15T16:55:07.328668,2025-08-15T17:18:07.328668,1380,1,13.042849,80.30178,https://example.com/media_631.jpg,849372279003e6623a1bace7e69801f511258a0a0b47c6d8c37e478d32e91b40,2.37,37.8,VERIFIED
rep_0633,usr_001,0.45,"Chennai, Tamil Nadu",east,flood,Low,கடல் நீர் ஊருக்குள் புகுந்து குடியிருப்பு பகுதிகளை சூழ்ந்துள்ளது.,ta,13.033105,80.291018,24.04,2025-08-16T03:46:52.992950,2025-08-16T10:24:52.992950,23880,1,13.038612,80.290755,https://example.com/media_632.jpg,961a625cb614e02a1908440cda445898c7ce89e9f1ec4657f7e276a7a178605a,2.97,44.1,VERIFIED
rep_0634,usr_018,0.45,"Visakhapatnam, Andhra Pradesh",east,coastal-erosion,Moderate,Sunny clear weather at beach having fun with friends.,en,17.682471,83.212621,5.77,2025-08-16T23:00:00,2025-08-17T00:08:00,4080,0,,,,,1.0,23.8,REJECTED
